All Transactions Report Created: 2018-06-30 18:02:18 -0500
,
Filter Criteria:,Last Year
,All Accounts
,Any Status
,
,"Scheduled","Split","Date","Type","Check #","Security","Payee","Category","Comm/Fee","Shares","Amount","Account","Memo/Notes"
,,,"11/10/2017","Payment/Deposit",,"","Refrig/freezer","Fix Me","",,"-99.24","Sears 9920(29)",
,,,"11/10/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-51.38","Discover 3128(6)",
,,,"11/10/2017","Payment/Deposit",,"","Big Lots","Fix Me","",,"-62.33","Discover 3128(6)",
,,,"11/10/2017","Payment/Deposit",,"","HELLOFRESH NEW YORK CITYNY","Groceries","",,"-59.94","Discover 3128(6)",
,,,"11/10/2017","Payment/Deposit",,"","McDonald's","Dining:Terry","",,"-5.74","Discover 3128(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
,,,"11/10/2017","Payment/Deposit",,"","USPS PO 2842330145 KANSAS CITY M","Fix Me","",,"-2.29","Discover 3128(6)",
,,,"11/9/2017","Payment/Deposit",,"","Purchases","Fix Me","",,"-266.81","Kohls 3215(25)",
,,,"11/9/2017","Payment/Deposit",,"","Price Chopper","Groceries","",,"-161.69","Sears 9920(29)",
,,,"11/9/2017","Payment/Deposit",,"","MICHAELS STORES 2713 OVERLAND PA","Fix Me","",,"-5.74","Discover 3128(6)",
,,,"11/9/2017","Payment/Deposit",,"","McDonald's","Dining:Greg","",,"-6.00","Discover4221(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
,,,"11/9/2017","Payment/Deposit",,"","Chick-fil-a","Dining:Greg","",,"-4.02","Discover4221(6)",
,,,"11/9/2017","Payment/Deposit",,"","Man's Best Friend","Pets","",,"-450.00","BOA AAA 8044(1)","lodging"
,,,"11/9/2017","Payment/Deposit",,"","Delta","Vacation","",,"-98.70","BOA AAA 8044(1)","baggage check"
,,,"11/9/2017","Payment/Deposit",,"","Travelodge","Vacation","",,"-81.17","BOA AAA 8044(1)","park & fly"
,,,"11/9/2017","Payment/Deposit",,"","Hy Vee","Groceries","",,"-41.82","BOA AAA 8044(1)",
,,,"11/9/2017","Payment/Deposit",,"","Gordon Biersch","Vacation","",,"-33.38","BOA AAA 8044(1)","lunch"
,,,"11/9/2017","Payment/Deposit",,"","Synchrony Bank Cc","Transfer:[Checking]","",,"541.00","LaZBoy","payment (first two)"
,,,"11/9/2017","Payment/Deposit",,"","Synchrony Bank Cc","Transfer:[LaZBoy]","",,"-541.00","Checking","payment (first two)"
,,,"11/8/2017","Payment/Deposit",,"","Joes","Dining:Family","",,"-49.51","Sears 9920(29)",
,,,"11/8/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-9.20","Discover4221(6)",
,,,"11/8/2017","Payment/Deposit",,"","Oceaniacruises Onboard","Vacation","",,"-526.48","BOA AAA 8044(1)","incidentals"
,,,"11/8/2017","Payment/Deposit",,"","Asprino Maddalena Pompei","Vacation","",,"-116.17","BOA AAA 8044(1)","jewelry?"
,,,"11/8/2017","Payment/Deposit",,"","Fc Ls Travel","Vacation","",,"-15.57","BOA AAA 8044(1)",
,,,"11/8/2017","Payment/Deposit",,"","Fc Ls Travel","Vacation","",,"-15.57","BOA AAA 8044(1)",
,,,"11/7/2017","Payment/Deposit",,"","Bijoux E Souvenir","Vacation","",,"-73.24","BOA AAA 8044(1)","jewelry?"
,,,"11/7/2017","Payment/Deposit",,"","Cantina Del Vesuvio","Vacation","",,"-40.69","BOA AAA 8044(1)","vinegar"
,,,"11/7/2017","Payment/Deposit",,"","APL* ITUNES.COM/BILL 866-712-775","Fix Me","",,"-2.17","Discover 3128(6)",
,,,"11/7/2017","Payment/Deposit",,"","Jo Wastewater Direct","Utilities:Water","",,"-85.80","Checking",
,,,"11/6/2017","Payment/Deposit",,"","La Lumachina Messina","Vacation","",,"-7.02","BOA AAA 8044(1)",
,,,"11/5/2017","Payment/Deposit",,"","THE ATHLETIC CLUB OF O OVERLAND","Membership","",,"-67.64","Discover 3128(6)",
,,,"11/5/2017","Payment/Deposit",,"","Campus Crusade for Christ","Charity:Cash:Crusade","",,"-85.00","Checking","Austin"
,,,"11/5/2017","Payment/Deposit",,"","ATT","Utilities:Telephone","",,"-277.56","Discover 3128(6)","wireless"
,,"S","11/4/2017","Payment/Deposit",,"","KCPL","Utilities:Gas & Electric","",,"-156.05","Checking",
,,"S","11/4/2017","Payment/Deposit",,"","KCPL","Insurance:Homeowners","",,"-6.41","Checking","surge protection fee"
,,"S","11/4/2017","Payment/Deposit",,"","KCPL","Utilities:Gas & Electric","",,"-131.04","Checking","extra"
,,,"11/3/2017","Payment/Deposit",,"","REL*RELEVANT MAGAZINE 866-402-47","Subscriptions","",,"-14.99","Discover 3128(6)",
,,,"11/2/2017","Payment/Deposit",,"","Mpouas Andreas Filellinon","Vacation","",,"-111.33","BOA AAA 8044(1)","olive wood"
,,,"11/2/2017","Payment/Deposit",,"","Vitouladiti Eleni Kerkyra","Vacation","",,"-10.49","BOA AAA 8044(1)","hat"
,,,"11/2/2017","Payment/Deposit","4485","","Team Green","Household:Landscape","",,"-245.00","Checking","seeding"
,,,"11/1/2017","Payment/Deposit",,"","Netflix.Com","Entertainment","",,"-9.99","Discover 3128(6)",
,,,"11/1/2017","Payment/Deposit",,"","Transfer Money","Transfer:[Matt Checking 0451]","",,"-400.00","Checking","Electronic Transfer"
,,,"11/1/2017","Payment/Deposit",,"","CapFedMortgage2017","Transfer:[Checking]","",,"475.39","Escrow2017",
,,,"11/1/2017","Payment/Deposit",,"","CapFedMortgage2017","Transfer:[Checking]","",,"0.00","CapFedMortgage2017",
,,,"11/1/2017","Payment/Deposit",,"","CapFedMortgage2017","Transfer:[Checking]","",,"432.02","CapFedMortgage2017",
,,"S","11/1/2017","Payment/Deposit",,"","CapFedMortgage2017","Transfer:[CapFedMortgage2017]","",,"-432.02","Checking",
,,"S","11/1/2017","Payment/Deposit",,"","CapFedMortgage2017","Home:Mortgage:Interest","",,"-699.52","Checking",
,,"S","11/1/2017","Payment/Deposit",,"","CapFedMortgage2017","Transfer:[CapFedMortgage2017]","",,"0.00","Checking",
,,"S","11/1/2017","Payment/Deposit",,"","CapFedMortgage2017","Transfer:[Escrow2017]","",,"-475.39","Checking",
,,"S","11/1/2017","Payment/Deposit",,"","CapFedMortgage2017","Fix Me","",,"-0.07","Checking",
,,"S","11/1/2017","Payment/Deposit",,"","CapFedMortgage2017","Home:Home Insurance","",,"0.00","Checking",
,,"S","11/1/2017","Payment/Deposit",,"","CapFedMortgage2017","Home:Mortgage:PMI","",,"0.00","Checking",
,,"S","11/1/2017","Payment/Deposit",,"","CapFedMortgage2017","Home:Mortgage:Mortgage Fees","",,"0.00","Checking",
,,,"10/31/2017","Interest Income",,"",,"Investments:Interest Income","",,"61.58","IBM Pension",""
,,,"10/31/2017","Reinvest Dividend",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","Investments:Reinvest Dividend","","19.924","0.00","IBM 401k Fidelity","DIVIDEND;VANG LT TREASURY ADM OQAX;as of 10/31/2017"
,,,"10/31/2017","Buy",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","Investments:Buy","","13.936","-169.60","IBM 401k Fidelity","CONTRIBUTION;VANG LT TREASURY ADM OQAX;as of 10/31/2017"
,,,"10/31/2017","Buy",,"Stable Value","Stable Value","Investments:Buy","","25.872","-169.60","IBM 401k Fidelity","CONTRIBUTION;INTEREST INCOME FUND OJFA;as of 10/31/2017"
,,,"10/31/2017","Dividend Income",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","Investments:Dividend Income","",,"0.05","Fidelity HSA XX5575",""
,,,"10/31/2017","Buy",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","Investments:Buy","","0.05","-0.05","Fidelity HSA XX5575",""
,,,"10/31/2017","Payment/Deposit",,"","Balance Adjustment","Cash","",,"-10.00","Terry Cash","bal 40"
,,,"10/31/2017","Payment/Deposit",,"","Balance Adjustment","Cash","",,"-100.00","Greg Cash","bal 300"
,,,"10/31/2017","Payment/Deposit",,"","Rebate","Misc Inc","",,"62.76","Sears 9920(29)",
,,,"10/31/2017","Payment/Deposit",,"","Ta Giouvetsakia Adrianoy","Vacation","",,"-30.66","BOA AAA 8044(1)","dinner"
,,,"10/31/2017","Payment/Deposit",,"","Lampros Dimou Libadeia","Vacation","",,"-7.00","BOA AAA 8044(1)",
,,,"10/31/2017","Payment/Deposit",,"","INTEREST CREDITED DEPOSIT","Int Inc","",,"10.77","Savings",
,,,"10/31/2017","Payment/Deposit",,"","INTEREST CREDITED DEPOSIT","Int Inc","",,"2.17","Checking",
,,,"10/31/2017","Payment/Deposit",,"","IBM Match","Misc Inc","",,"450.00","Deferred 401k Match","IBM Match"
,,,"10/30/2017","Payment/Deposit",,"","Ionos Kydathinai","Vacation","",,"-30.31","BOA AAA 8044(1)","dinner"
,,,"10/30/2017","Payment/Deposit",,"","Discover E","Transfer:[Checking]","",,"4,421.68","Discover 3128(6)","Discover Card / payment (auto)"
,,,"10/30/2017","Payment/Deposit",,"","Discover E","Transfer:[Discover 3128(6)]","",,"-4,421.68","Checking",
,,,"10/28/2017","Payment/Deposit",,"","Fairfield","Vacation","",,"-169.85","Checking","Vacation fees"
,,,"10/27/2017","Sell",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","Investments:Sell","","-0.083","1.00","IBM 401k Fidelity","FEES;VANG LT TREASURY ADM OQAX;as of 10/27/2017"
,,,"10/27/2017","Sell",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","Investments:Sell","","-45","45.00","Fidelity HSA XX5575",""
,,,"10/27/2017","Payment/Deposit",,"","Fees","Invest Exp","",,"-1.00","IBM 401k Fidelity",
,,,"10/27/2017","Payment/Deposit",,"","Kci Brew Pub","Dining:Family","",,"-37.98","BOA AAA 8044(1)","breakfast"
,,,"10/27/2017","Payment/Deposit",,"","NORMAL DISTR PARTIAL MINUTECLINI","Uncategorized","",,"-45.00","Fidelity HSA XX5575","NORMAL DISTR PARTIAL MINUTECLINIC            866-3892727   RI"
,,,"10/27/2017","Payment/Deposit",,"","APL* ITUNES.COM/BILL 866-712-775","Entertainment","",,"-16.35","Discover 3128(6)","HBO"
,,,"10/27/2017","Payment/Deposit",,"","Tbo Trf","Transfer:[Matt Checking 0451]","",,"600.00","Checking",
,,,"10/27/2017","Payment/Deposit",,"","Barclay (Apple)","Transfer:[Checking]","",,"87.21","Apple Rewards 2672(3)","payment (auto)"
,,,"10/27/2017","Payment/Deposit",,"","Barclay (Apple)","Transfer:[Apple Rewards 2672(3)]","",,"-87.21","Checking","payment (auto)"
,,,"10/27/2017","Payment/Deposit",,"","KANSAS GAS SERVI","Utilities:Gas & Electric","",,"-78.00","Checking",
,,,"10/26/2017","Interest Income",,"EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","Investments:Interest Income","",,"0.04","TD IRA (E*Trade)","INT - EXTENDED INSURANCE SWEEP - DEPOSIT ACCOUNT"
,,,"10/26/2017","Interest Income",,"EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","Investments:Interest Income","",,"0.02","GD IRA (E*Trade)","INT - EXTENDED INSURANCE SWEEP - DEPOSIT ACCOUNT"
,,,"10/26/2017","Interest Income",,"EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","Investments:Interest Income","",,"0.17","ETrade","INT - EXTENDED INSURANCE SWEEP - DEPOSIT ACCOUNT"
,,,"10/26/2017","Payment/Deposit",,"","Ancestry.Com","Membership","",,"-19.95","Discover 3128(6)",
,,,"10/26/2017","Payment/Deposit",,"","CVS Pharmacy","Fix Me","",,"5.33","Discover 3128(6)",
,,,"10/26/2017","Payment/Deposit","4484","","Crossroads","Personal","",,"-9,000.00","Checking","MD treatment"
,,,"10/25/2017","Payment/Deposit",,"","Sears","Transfer:[Checking]","",,"1,077.03","Sears 9920(29)","payment (auto)"
,,,"10/25/2017","Payment/Deposit",,"","Sears","Transfer:[Sears 9920(29)]","",,"-1,077.03","Checking","payment (auto)"
,,,"10/24/2017","Buy",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","Investments:Buy","","214.58","-214.58","Fidelity HSA XX5575",""
,,,"10/24/2017","Payment/Deposit",,"","Applebees","Dining:Family","",,"-33.28","Sears 9920(29)",
,,,"10/24/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-10.65","Discover4221(6)",
,,,"10/24/2017","Payment/Deposit",,"","ARBY'S #8381 OVERLAND PARKKS","Dining:Greg","",,"-7.72","Discover4221(6)",
,,,"10/24/2017","Payment/Deposit",,"","UNITED AIRLINES HOUSTON TX","Vacation","",,"-109.00","Discover 3128(6)","flight"
,,,"10/24/2017","Payment/Deposit",,"","UNITED AIRLINES HOUSTON TX","Vacation","",,"-99.00","Discover 3128(6)","flight"
,,,"10/24/2017","Payment/Deposit",,"","QT","Fix Me","",,"-98.81","Discover 3128(6)","???"
,,,"10/24/2017","Payment/Deposit",,"","HAWTHORNE ANIMAL HOSPITA OVERLAN","Pets","",,"-75.00","Discover 3128(6)","flea treatment"
,,,"10/24/2017","Payment/Deposit",,"","UNITED AIRLINES HOUSTON TX","Vacation","",,"-49.00","Discover 3128(6)","flight"
,,,"10/24/2017","Payment/Deposit",,"","UNITED AIRLINES HOUSTON TX","Vacation","",,"-49.00","Discover 3128(6)","flight"
,,,"10/24/2017","Payment/Deposit",,"","DELTA AIR LINES UPGRADE CA","Vacation","",,"-46.20","Discover 3128(6)","flight"
,,,"10/24/2017","Payment/Deposit",,"","DELTA AIR LINES UPGRADE CA","Vacation","",,"-46.20","Discover 3128(6)","flight"
,,,"10/24/2017","Payment/Deposit",,"","DICK'S CLOTHING&SPORTING LEAWOOD","Fix Me","",,"-35.95","Discover 3128(6)",
,,,"10/24/2017","Payment/Deposit",,"","CVS Pharmacy","Fix Me","",,"-34.10","Discover 3128(6)",
,,,"10/24/2017","Payment/Deposit",,"","PP*HEALTHITAN SAN JOSE CA","Personal","",,"-31.51","Discover 3128(6)","TD"
,,,"10/24/2017","Payment/Deposit",,"","CVS Pharmacy","Fix Me","",,"-21.81","Discover 3128(6)",
,,,"10/24/2017","Payment/Deposit",,"","THE MIXX LEAWOOD KS","Dining:Terry","",,"-8.81","Discover 3128(6)",
,,,"10/24/2017","Payment/Deposit",,"","Home Depot","Fix Me","",,"-4.34","Discover 3128(6)",
,,,"10/24/2017","Payment/Deposit",,"","Withdrawal","Transfer:[Checking]","",,"200.00","Greg Cash","vacation"
,,,"10/24/2017","Payment/Deposit",,"","Withdrawal","Transfer:[Greg Cash]","",,"-200.00","Checking","vacation"
,,,"10/24/2017","Payment/Deposit",,"","JCPenney","Transfer:[JC Penney (30)]","",,"-101.19","Checking","payment (auto)"
,,,"10/24/2017","Payment/Deposit",,"","IBM Paycheck","Transfer:[Savings]","",,"214.58","Fidelity HSA XX5575","Medical savings plan"
,,,"10/24/2017","Payment/Deposit",,"","IBM Paycheck","Transfer:[Savings]","",,"339.20","IBM 401k Fidelity","contribution"
,,"S","10/24/2017","Payment/Deposit",,"","IBM Paycheck","Salary","",,"5,653.25","Savings","Gross pay"
,,"S","10/24/2017","Payment/Deposit",,"","IBM Paycheck","Salary","",,"78.54","Savings","Life Insurance (implied)"
,,"S","10/24/2017","Payment/Deposit",,"","IBM Paycheck","Tax:Medicare","",,"-78.19","Savings","Paycheck"
,,"S","10/24/2017","Payment/Deposit",,"","IBM Paycheck","Tax:Soc Sec","",,"-334.33","Savings","Paycheck"
,,"S","10/24/2017","Payment/Deposit",,"","IBM Paycheck","Tax:Fed","",,"-564.97","Savings","Paycheck"
,,"S","10/24/2017","Payment/Deposit",,"","IBM Paycheck","Tax:Kansas","",,"-205.38","Savings","Paycheck"
,,"S","10/24/2017","Payment/Deposit",,"","IBM Paycheck","Transfer:[IBM 401k Fidelity]","",,"-339.20","Savings","contribution"
,,"S","10/24/2017","Payment/Deposit",,"","IBM Paycheck","Insurance:Medical","",,"-124.78","Savings","Health care (medical + dental)"
,,"S","10/24/2017","Payment/Deposit",,"","IBM Paycheck","Transfer:[Fidelity HSA XX5575]","",,"-214.58","Savings","Medical savings plan"
,,"S","10/24/2017","Payment/Deposit",,"","IBM Paycheck","Insurance:Life","",,"0.00","Savings","Life Insurance"
,,"S","10/24/2017","Payment/Deposit",,"","IBM Paycheck","Insurance:Life","",,"-78.54","Savings","LIfe Insurance (implied)"
,,,"10/23/2017","Payment/Deposit",,"","Popeyes","Dining:Greg","",,"-6.89","Discover4221(6)",
,,,"10/23/2017","Payment/Deposit",,"","McDonald's","Dining:Greg","",,"-5.02","Discover4221(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
,,,"10/23/2017","Payment/Deposit",,"","ZEN MASSAGE OVERLAND P OVERLAND","Personal","",,"-114.90","Discover 3128(6)",
,,,"10/23/2017","Payment/Deposit",,"","Target","Fix Me","",,"-71.79","Discover 3128(6)","DBT PURCHASE ON 09/14 @ 16:56 TARGET 00017574 TARGET 00017574 O"
,,,"10/23/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-67.20","Discover 3128(6)",
,,,"10/23/2017","Payment/Deposit",,"","Big Lots","Fix Me","",,"-49.55","Discover 3128(6)",
,,,"10/23/2017","Payment/Deposit",,"","Amazon.com","Fix Me","",,"-145.55","Discover 3128(6)",
,,,"10/22/2017","Payment/Deposit",,"","Price Chopper","Groceries","",,"-20.09","Discover4221(6)",
,,,"10/22/2017","Payment/Deposit",,"","STARBUCKS STORE 10740 LEAWOOD KS","Fix Me","",,"-6.98","Discover4221(6)",
,,,"10/22/2017","Payment/Deposit",,"","AMAZON SERVICES-KINDLE 866-321-8","Books","",,"-14.95","Discover 3128(6)",
,,,"10/22/2017","Payment/Deposit",,"","AUTOMATIC PAYMENT - THANK","Transfer:[Chase (Disney) 0581(25)]","",,"-5.67","Checking",
,,,"10/22/2017","Payment/Deposit",,"","AUTOMATIC PAYMENT - THANK","Transfer:[Checking]","",,"5.67","Chase (Disney) 0581(25)",
,,,"10/22/2017","Payment/Deposit",,"","Transfer Money","Transfer:[Matt Checking 0451]","",,"-350.00","Checking","Electronic Transfer"
,,,"10/21/2017","Payment/Deposit",,"","Hen House","Groceries","",,"-15.36","Discover 3128(6)",
,,,"10/21/2017","Payment/Deposit",,"","NATURAL NAILS SPA & WAX OVERLAND","Personal","",,"-57.00","Discover 3128(6)",
,,,"10/21/2017","Payment/Deposit",,"","Chick-fil-a","Dining:Family","",,"-16.06","Discover4221(6)",
,,,"10/21/2017","Payment/Deposit",,"","Transfer Money","Transfer:[Matt Checking 0451]","",,"-110.00","Checking","Electronic Transfer"
,,,"10/21/2017","Payment/Deposit",,"","Transfer Money","Transfer:[Matt Checking 0451]","",,"-10.00","Checking","Electronic Transfer"
,,,"10/20/2017","Payment/Deposit",,"","Tbo Trf","Fix Me","",,"-15.00","Checking",
,,,"10/20/2017","Payment/Deposit",,"","ADVANCE AUTO PARTS #5998 SHAWNEE","Fix Me","",,"10.95","Discover 3128(6)",
,,,"10/20/2017","Payment/Deposit",,"","Lowe's","Fix Me","",,"8.30","Discover 3128(6)","DBT PURCHASE ON 08/12 @ 05:56 LOWES #01623* LOWES #01623* KANSA"
,,,"10/20/2017","Payment/Deposit",,"","STEAK N SHAKE 4104 OLATHE KS","Dining:Greg","",,"-6.56","Discover4221(6)",
,,,"10/20/2017","Payment/Deposit",,"","Transfer Money","Transfer:[Matt Checking 0451]","",,"475.00","Checking","Electronic Transfer"
,,,"10/20/2017","Payment/Deposit",,"","Kcpt Donations","Charity:Cash","",,"-19.00","Checking",
,,,"10/19/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-138.53","Discover 3128(6)",
,,,"10/19/2017","Payment/Deposit",,"","SQ *ALWAYS CHIC SALON RAYMORE MO","Personal","",,"-102.00","Discover 3128(6)","TD"
,,,"10/19/2017","Payment/Deposit",,"","Wendy's","Dining:Family","",,"-6.34","Discover 3128(6)",
,,,"10/19/2017","Payment/Deposit",,"","McDonald's","Dining:Greg","",,"-5.02","Discover4221(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
,,,"10/19/2017","Payment/Deposit",,"","KOHLS","Transfer:[Checking]","",,"271.19","Kohls 3215(25)","payment (auto)"
,,,"10/19/2017","Payment/Deposit",,"","KOHLS","Transfer:[Kohls 3215(25)]","",,"-271.19","Checking","payment (auto)"
,,,"10/18/2017","Payment/Deposit",,"","Undo Payment","Fix Me","",,"-257.00","LaZBoy","failed"
,,,"10/18/2017","Payment/Deposit",,"","Payment","Fix Me","",,"257.00","LaZBoy","failed"
,,,"10/18/2017","Payment/Deposit",,"","Late Fee","Bank Charge","",,"-27.00","LaZBoy",
,,,"10/18/2017","Payment/Deposit",,"","Purchases","Fix Me","",,"-46.02","Kohls 3215(25)",
,,,"10/18/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-36.92","Discover 3128(6)",
,,,"10/18/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-28.47","Discover 3128(6)",
,,,"10/18/2017","Payment/Deposit",,"","McDonald's","Dining","",,"-9.96","Discover 3128(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
,,,"10/18/2017","Payment/Deposit",,"","DURRIE VISION - EMV OVERLAND PAR","Medical:Doctor","",,"-225.00","Discover4221(6)","GD eye exam"
,,,"10/18/2017","Payment/Deposit",,"","TALK OF THE TOWN GRILL & OVERLAN","Dining:Family","",,"-20.82","Discover4221(6)","matt"
,,,"10/18/2017","Payment/Deposit",,"","SANFORD PROFILE 11082 OLATHE KS","Groceries","",,"-122.00","Discover 3128(6)",
,,,"10/18/2017","Payment/Deposit",,"","Target","Fix Me","",,"-90.91","Discover 3128(6)","DBT PURCHASE ON 09/14 @ 16:56 TARGET 00017574 TARGET 00017574 O"
,,,"10/18/2017","Payment/Deposit",,"","Amazon.com","Fix Me","",,"-8.99","Discover 3128(6)",
,,,"10/17/2017","Payment/Deposit",,"","Purchases","Fix Me","",,"-209.52","Kohls 3215(25)",
,,,"10/17/2017","Payment/Deposit",,"","Returns","Fix Me","",,"31.00","Kohls 3215(25)",
,,,"10/17/2017","Payment/Deposit",,"","Hy Vee","Auto:Fuel","",,"-30.90","Sears 9920(29)","odyssey"
,,,"10/17/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-37.17","Discover 3128(6)",
,,,"10/17/2017","Payment/Deposit",,"","Home Depot","Fix Me","",,"-22.57","Discover 3128(6)",
,,,"10/17/2017","Payment/Deposit",,"","ZAXBY'S #61102 OLATHE KS","Dining:Greg","",,"-6.56","Discover4221(6)",
,,,"10/17/2017","Payment/Deposit",,"","LaZBoy","Fix Me","",,"0.00","LaZBoy","failed payment (auto)"
,,,"10/16/2017","Sell",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","Investments:Sell","","-454.85","454.85","Fidelity HSA XX5575",""
,,,"10/16/2017","Payment/Deposit",,"","Gordon Biersch","Dining:Family","",,"-112.15","Sears 9920(29)","minners"
,,,"10/16/2017","Payment/Deposit",,"","SEARS WARRANTY 855-256-2467 FL","Household:Appliances","",,"-49.99","Discover 3128(6)",
,,,"10/16/2017","Payment/Deposit",,"","JOES KC BAR B QUE OF OLA OLATHE","Dining:Greg","",,"-14.82","Discover4221(6)",
,,,"10/16/2017","Payment/Deposit",,"","Normal Distr Partial Mirabile, M.d. Beauty, Overland Park Ks","Medical:Doctor","",,"-454.85","Fidelity HSA XX5575","NORMAL DISTR PARTIAL MIRABILE, M.D. BEAUTY,  OVERLAND PARK KS"
,,,"10/15/2017","Payment/Deposit",,"","AMAZON SERVICES-KINDLE 866-321-8","Books","",,"-12.99","Discover 3128(6)","How to Not Give a F*ck"
,,,"10/15/2017","Payment/Deposit",,"","THE TAN COMPANY KANSAS 913-814-8","Personal","",,"-5.00","Discover 3128(6)",
,,,"10/15/2017","Payment/Deposit",,"","SHAWNEE MISSION MEDICAL 352-2533","Medical:Doctor","",,"-500.00","Discover4221(6)",
,,,"10/15/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"10.83","Discover 3128(6)",
,,,"10/15/2017","Payment/Deposit",,"","Costco Visa","Transfer:[Checking]","",,"698.00","Costco Visa 5455","payment (auto)"
,,,"10/15/2017","Payment/Deposit",,"","Costco Visa","Transfer:[Costco Visa 5455]","",,"-698.00","Checking","payment (auto)"
,,,"10/15/2017","Payment/Deposit",,"","Water District #1","Utilities:Water","",,"-121.78","Checking",
,,,"10/14/2017","Payment/Deposit",,"","SPORT CLIPS - KS109 - TH OVERLAN","Personal","",,"-23.00","Discover4221(6)","GD"
,,,"10/14/2017","Payment/Deposit",,"","Price Chopper","Groceries","",,"-7.62","Discover4221(6)",
,,,"10/14/2017","Payment/Deposit",,"","AMEX Everyday","Transfer:[Checking]","",,"34.99","AMEX Everyday(22)","payment (auto)"
,,,"10/14/2017","Payment/Deposit",,"","AMEX Everyday","Transfer:[AMEX Everyday(22)]","",,"-34.99","Checking","payment (auto)"
,,,"10/13/2017","Buy",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","Investments:Buy","","13.766","-169.60","IBM 401k Fidelity","CONTRIBUTION;VANG LT TREASURY ADM OQAX;as of 10/13/2017"
,,,"10/13/2017","Buy",,"Stable Value","Stable Value","Investments:Buy","","25.909","-169.60","IBM 401k Fidelity","CONTRIBUTION;INTEREST INCOME FUND OJFA;as of 10/13/2017"
,,,"10/13/2017","Buy",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","Investments:Buy","","214.58","-214.58","Fidelity HSA XX5575",""
,,,"10/13/2017","Payment/Deposit",,"","Hy Vee","Groceries","",,"-66.53","Sears 9920(29)",
,,,"10/13/2017","Payment/Deposit",,"","Lands End","Fix Me","",,"29.13","Sears 9920(29)",
,,,"10/13/2017","Payment/Deposit",,"","Lands End","Fix Me","",,"95.17","Sears 9920(29)",
,,,"10/13/2017","Payment/Deposit",,"","Phillips 66","Fix Me","",,"-5.00","Sears 9920(29)",
,,,"10/13/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-32.13","Discover 3128(6)",
,,,"10/13/2017","Payment/Deposit",,"","GOOGLE *SERVICES G.CO/HELPPAY#CA","Utilities:Cable TV","",,"-172.61","Discover 3128(6)",
,,,"10/13/2017","Payment/Deposit",,"","Target","Fix Me","",,"-125.75","Discover 3128(6)","DBT PURCHASE ON 09/14 @ 16:56 TARGET 00017574 TARGET 00017574 O"
,,,"10/13/2017","Payment/Deposit",,"","HELLOFRESH NEW YORK CITYNY","Groceries","",,"-119.88","Discover 3128(6)",
