All Transactions Report Created: 2018-08-15 22:57:58 -0500
,
﻿Filter Criteria:,All Dates
,All Accounts
,Any Status
,Selected Transactions
,
﻿,"Split","Date","Type","Action","Check #","Security","Payee","Description","Category","Comm/Fee","Shares","Amount","Account","Memo/Notes"
﻿,,"2/13/2018","Payment/Deposit","",,"","GREEN LANTERN CAR WASH 785-82509","Auto:Cleaning","Auto:Cleaning","",,"-13.09","Discover 3128(6)","leaf"
﻿,,"2/13/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-44.98","Discover 3128(6)",
﻿,,"2/13/2018","Payment/Deposit","",,"","PROFILE 15013 OVERLAND P OVERLAN","Groceries","Groceries","",,"-29.50","Discover 0956(17)",
﻿,,"2/13/2018","Payment/Deposit","",,"","STEIN-MART #376 OVERLAND PARKKS","Fix Me","Fix Me","",,"32.65","Discover 3128(6)",
﻿,,"2/13/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"22.76","Discover 3128(6)",
﻿,,"2/13/2018","Payment/Deposit","",,"","Resurgen Orthopaedics","Medical:Doctor","Medical:Doctor","",,"-68.37","Fidelity HSA XX5575","MD boot"
﻿,,"2/13/2018","Payment/Deposit","",,"","Google FIber","Utilities:Cable TV","Utilities:Cable TV","",,"-172.61","Discover 3128(6)",
﻿,,"2/12/2018","Payment/Deposit","",,"","McDonald's","Dining","Dining","",,"-13.81","Discover 3128(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"2/12/2018","Payment/Deposit","",,"","WHOLEFDS OLA #10538 OLATHE KS","Dining:Greg","Dining:Greg","",,"-5.85","Discover 0956(17)",
﻿,,"2/12/2018","Payment/Deposit","",,"","McDonald's","Dining:Greg","Dining:Greg","",,"-1.30","Discover 0956(17)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"2/12/2018","Payment/Deposit","",,"","iTunes","Fix Me","Fix Me","",,"-9.99","Matt Checking 0451","DBT PURCHASE ON 02/12 @ 13:20 APL* ITUNES.COM/BILL APL* ITUNES.C"
﻿,,"2/12/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-37.52","Discover 3128(6)",
﻿,,"2/12/2018","Payment/Deposit","",,"","SUN TAN CITY #476 OVERLAND PARKK","Fix Me","Fix Me","",,"-7.35","Discover 3128(6)",
﻿,,"2/11/2018","Payment/Deposit","",,"","Tbo Trf","Transfer:[Matt Checking 0451]","Transfer:[Matt Checking 0451]","",,"-10.00","Checking","MD overdraft"
﻿,,"2/11/2018","Payment/Deposit","TXFR",,"","Tbo Trf","Transfer:[Checking]","Transfer:[Checking]","",,"10.00","Matt Checking 0451","MD overdraft"
﻿,,"2/11/2018","Payment/Deposit","",,"","Loan Nissan Leaf","Transfer:[Checking]","Transfer:[Checking]","",,"0.00","Loan Nissan Leaf",
﻿,,"2/11/2018","Payment/Deposit","",,"","Loan Nissan Leaf","Transfer:[Checking]","Transfer:[Checking]","",,"634.08","Loan Nissan Leaf",
﻿,"S","2/11/2018","Payment/Deposit","Sched",,"","Loan Nissan Leaf","Transfer:[Loan Nissan Leaf]","Transfer:[Loan Nissan Leaf]","",,"-634.08","Checking",
﻿,"S","2/11/2018","Payment/Deposit","Sched",,"","Loan Nissan Leaf","Auto & Transport:Auto Payment:Interest","Auto & Transport:Auto Payment:Interest","",,"-3.81","Checking",
﻿,"S","2/11/2018","Payment/Deposit","Sched",,"","Loan Nissan Leaf","Transfer:[Loan Nissan Leaf]","Transfer:[Loan Nissan Leaf]","",,"0.00","Checking",
﻿,"S","2/11/2018","Payment/Deposit","Sched",,"","Loan Nissan Leaf","Auto & Transport:Auto Payment","Auto & Transport:Auto Payment","",,"0.00","Checking",
﻿,,"2/10/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-52.09","Discover 3128(6)",
﻿,,"2/10/2018","Payment/Deposit","",,"","CORNER BAKERY 1578 OVERLAND PARK","Dining:Terry","Dining:Terry","",,"-4.74","Discover 3128(6)",
﻿,,"2/10/2018","Payment/Deposit","",,"","RED ROBIN 606 OVERLAND PARKKS","Groceries","Groceries","",,"-3.27","Discover 3128(6)",
﻿,,"2/9/2018","Sell","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","40 shares @ 1.00","Investments:Sell","","-40","40.00","Fidelity HSA XX5575",""
﻿,,"2/9/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-128.38","Discover 3128(6)",
﻿,,"2/9/2018","Payment/Deposit","",,"","HELLOFRESH NEW YORK CITYNY","Groceries","Groceries","",,"-59.94","Discover 3128(6)",
﻿,,"2/9/2018","Payment/Deposit","",,"","DOLLAR TREE OVERLAND PARKKS","Fix Me","Fix Me","",,"-12.00","Discover 3128(6)",
﻿,,"2/9/2018","Payment/Deposit","",,"","Normal Distr Partial Star Chiropractic Shawnee Ks","Medical:Chiropractic","Medical:Chiropractic","",,"-40.00","Fidelity HSA XX5575","NORMAL DISTR PARTIAL STAR CHIROPRACTIC       SHAWNEE       KS"
﻿,,"2/8/2018","Payment/Deposit","",,"","STEIN-MART #376 OVERLAND PARKKS","Fix Me","Fix Me","",,"-105.88","Discover 3128(6)",
﻿,,"2/8/2018","Payment/Deposit","",,"","WHOLEFDS OLA #10538 OLATHE KS","Dining:Greg","Dining:Greg","",,"-8.06","Discover4221(6)",
﻿,,"2/8/2018","Payment/Deposit","",,"","PROFILE 15013 OVERLAND P OVERLAN","Groceries","Groceries","",,"-15.34","Discover 3128(6)",
﻿,,"2/7/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-65.18","Discover 3128(6)",
﻿,,"2/7/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-39.25","Discover 3128(6)",
﻿,,"2/7/2018","Payment/Deposit","",,"","Whole Foods","Dining:Greg","Dining:Greg","",,"-6.15","Discover4221(6)",
﻿,,"2/7/2018","Payment/Deposit","",,"","SQ *ALWAYS CHIC SALON RAYMORE MO","Personal","Personal","",,"-34.50","Discover 3128(6)","TD hair"
﻿,,"2/7/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"21.77","Discover 3128(6)",
﻿,,"2/7/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-17.09","Discover 3128(6)",
﻿,,"2/7/2018","Payment/Deposit","",,"","Whole Foods","Dining:Greg","Dining:Greg","",,"-10.03","Discover4221(6)",
﻿,,"2/7/2018","Payment/Deposit","",,"","Levelup Planetsub","Dining:Greg","Dining:Greg","",,"-7.41","Discover4221(6)",
﻿,,"2/6/2018","Sell","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","64.58 shares @ 1.00","Investments:Sell","","-64.58","64.58","Fidelity HSA XX5575",""
﻿,,"2/6/2018","Payment/Deposit","",,"","Cactus Grill","Dining:Terry","Dining:Terry","",,"-9.90","Sears 9920(29)",
﻿,,"2/6/2018","Payment/Deposit","",,"","CVS Pharmacy","Medical:Medicine","Medical:Medicine","",,"-64.58","Fidelity HSA XX5575","NORMAL DISTR PARTIAL CVS/PHARMACY #08237     LEAWOOD       KS"
﻿,,"2/5/2018","Payment/Deposit","",,"","THE ATHLETIC CLUB OF O OVERLAND","Membership","Membership","",,"-67.64","Discover 3128(6)",
﻿,,"2/5/2018","Payment/Deposit","",,"","Campus Crusade for Christ","Charity:Cash:Crusade","Charity:Cash:Crusade","",,"-85.00","Checking","Austin"
﻿,,"2/5/2018","Payment/Deposit","",,"","ATT","Utilities:Telephone","Utilities:Telephone","",,"-277.80","Discover 3128(6)","wireless"
﻿,,"2/4/2018","Payment/Deposit","",,"","Price Chopper","Groceries","Groceries","",,"-67.14","Sears 9920(29)",
﻿,,"2/4/2018","Payment/Deposit","",,"","CVS Pharmacy","Fix Me","Fix Me","",,"-51.74","Discover 3128(6)",
﻿,,"2/4/2018","Payment/Deposit","",,"","9640 AMC ONLINE 888-440-4262 KS","Entertainment","Entertainment","",,"-21.90","Discover 3128(6)","darkest hour"
﻿,,"2/4/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-16.35","Discover 3128(6)",
﻿,,"2/4/2018","Payment/Deposit","",,"","Barclay (Wyndham)","Transfer:[Checking]","Transfer:[Checking]","",,"466.80","Wyndham Visa 3374(8)","payment (auto)"
﻿,,"2/4/2018","Payment/Deposit","",,"","Barclay (Wyndham)","Transfer:[Wyndham Visa 3374(8)]","Transfer:[Wyndham Visa 3374(8)]","",,"-466.80","Checking","payment (auto)"
﻿,"S","2/4/2018","Payment/Deposit","EFT",,"","KCPL","Utilities:Gas & Electric","Utilities:Gas & Electric","",,"-156.05","Checking",
﻿,"S","2/4/2018","Payment/Deposit","EFT",,"","KCPL","Insurance:Homeowners","Insurance:Homeowners","",,"-6.41","Checking","surge protection fee"
﻿,"S","2/4/2018","Payment/Deposit","EFT",,"","KCPL","Utilities:Gas & Electric","Utilities:Gas & Electric","",,"-131.04","Checking","extra"
﻿,,"2/3/2018","Payment/Deposit","",,"","Jose Peppers","Dining:Family","Dining:Family","",,"-32.33","Sears 9920(29)",
﻿,,"2/3/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-21.77","Discover 3128(6)",
﻿,,"2/2/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-89.43","Discover 3128(6)",
﻿,,"2/2/2018","Payment/Deposit","",,"","9572 DOMINOS PIZZA KANSAS CITY M","Dining","Dining","",,"-71.99","Discover 3128(6)","hangout"
﻿,,"2/2/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-21.77","Discover 3128(6)",
﻿,,"2/2/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-11.46","Discover 3128(6)",
﻿,,"2/2/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-7.99","Discover 3128(6)",
﻿,,"2/2/2018","Payment/Deposit","",,"","Five Guys","Dining:Greg","Dining:Greg","",,"-11.68","Discover4221(6)",
﻿,,"2/2/2018","Payment/Deposit","",,"","Lands End","Fix Me","Fix Me","",,"-28.59","Sears 9920(29)",
﻿,,"2/2/2018","Payment/Deposit","",,"","Lands End","Fix Me","Fix Me","",,"21.64","Sears 9920(29)",
﻿,,"2/1/2018","Sell","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","62.22 shares @ 1.00","Investments:Sell","","-62.22","62.22","Fidelity HSA XX5575",""
﻿,,"2/1/2018","Buy","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","550 shares @ 1.00","Investments:Buy","","550","-550.00","Fidelity HSA XX5575",""
﻿,,"2/1/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-56.80","Discover 3128(6)",
﻿,,"2/1/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-13.17","Discover 3128(6)",
﻿,,"2/1/2018","Payment/Deposit","",,"","BED BATH & BEYOND #651 800-462-3","Fix Me","Fix Me","",,"-167.57","Discover 3128(6)",
﻿,,"2/1/2018","Payment/Deposit","",,"","BURGER KING #12679 OVERLAND PARK","Dining:Terry","Dining:Terry","",,"-7.52","Discover 3128(6)",
﻿,,"2/1/2018","Payment/Deposit","",,"","Zardas Bbq","Dining:Greg","Dining:Greg","",,"-11.80","Discover4221(6)",
﻿,,"2/1/2018","Payment/Deposit","",,"","McDonald's","Dining:Greg","Dining:Greg","",,"-5.34","Discover4221(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"2/1/2018","Payment/Deposit","",,"","PROFILE 15013 OVERLAND P OVERLAN","Groceries","Groceries","",,"-127.70","Discover 3128(6)",
﻿,,"2/1/2018","Payment/Deposit","",,"","PROFILE 15013 OVERLAND P OVERLAN","Groceries","Groceries","",,"-21.12","Discover 3128(6)",
﻿,,"2/1/2018","Payment/Deposit","",,"","Netflix.Com","Entertainment","Entertainment","",,"-10.99","Discover 3128(6)",
﻿,,"2/1/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-10.20","Discover 3128(6)",
﻿,,"2/1/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-8.25","Discover 3128(6)",
﻿,,"2/1/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-6.81","Discover 3128(6)",
﻿,,"2/1/2018","Payment/Deposit","",,"","COSTCO WHSE #0369 OVERLAN","Fix Me","Fix Me","",,"-60.92","Costco Visa 5455","DIETRICH,TERRY J"
﻿,,"2/1/2018","Payment/Deposit","",,"","Withdrawal","Transfer:[Checking]","Transfer:[Checking]","",,"150.00","Terry Cash",
﻿,,"2/1/2018","Payment/Deposit","",,"","Withdrawal","Transfer:[Terry Cash]","Transfer:[Terry Cash]","",,"-150.00","Checking",
﻿,,"2/1/2018","Payment/Deposit","",,"","CVS Pharmacy","Medical:Medicine","Medical:Medicine","",,"-62.22","Fidelity HSA XX5575","NORMAL DISTR PARTIAL CVS/PHARMACY #08237     LEAWOOD       KS"
﻿,,"2/1/2018","Payment/Deposit","",,"","CO CONTR CURRENT YR EMPLOYER CU","Misc Inc","Misc Inc","",,"550.00","Fidelity HSA XX5575","CO CONTR CURRENT YR  EMPLOYER CUR YR"
﻿,,"2/1/2018","Payment/Deposit","",,"","CapFedMortgage2017","Transfer:[Checking]","Transfer:[Checking]","",,"475.46","Escrow2017",
﻿,,"2/1/2018","Payment/Deposit","",,"","CapFedMortgage2017","Transfer:[Checking]","Transfer:[Checking]","",,"0.00","CapFedMortgage2017",
﻿,,"2/1/2018","Payment/Deposit","",,"","CapFedMortgage2017","Transfer:[Checking]","Transfer:[Checking]","",,"435.54","CapFedMortgage2017",
﻿,"S","2/1/2018","Payment/Deposit","Sched",,"","CapFedMortgage2017","Transfer:[CapFedMortgage2017]","Transfer:[CapFedMortgage2017]","",,"-435.54","Checking",
﻿,"S","2/1/2018","Payment/Deposit","Sched",,"","CapFedMortgage2017","Home:Mortgage:Interest","Home:Mortgage:Interest","",,"-696.00","Checking",
﻿,"S","2/1/2018","Payment/Deposit","Sched",,"","CapFedMortgage2017","Transfer:[CapFedMortgage2017]","Transfer:[CapFedMortgage2017]","",,"0.00","Checking",
﻿,"S","2/1/2018","Payment/Deposit","Sched",,"","CapFedMortgage2017","Transfer:[Escrow2017]","Transfer:[Escrow2017]","",,"-475.46","Checking",
﻿,"S","2/1/2018","Payment/Deposit","Sched",,"","CapFedMortgage2017","Uncategorized","Uncategorized","",,"0.00","Checking",
﻿,"S","2/1/2018","Payment/Deposit","Sched",,"","CapFedMortgage2017","Home:Home Insurance","Home:Home Insurance","",,"0.00","Checking",
﻿,"S","2/1/2018","Payment/Deposit","Sched",,"","CapFedMortgage2017","Home:Mortgage:PMI","Home:Mortgage:PMI","",,"0.00","Checking",
﻿,"S","2/1/2018","Payment/Deposit","Sched",,"","CapFedMortgage2017","Home:Mortgage:Mortgage Fees","Home:Mortgage:Mortgage Fees","",,"0.00","Checking",
﻿,,"1/31/2018","Interest Income","",,"",,"Investments:Interest Income","Investments:Interest Income","",,"0.25","TD IRA (Scottrade)","INT EARNED BANK DEP PROGRAM 31 DAYS @ 0.01% APYE 0.01% $.25 CR."
﻿,,"1/31/2018","Interest Income","",,"",,"Investments:Interest Income","Investments:Interest Income","",,"88.59","IBM Pension",""
﻿,,"1/31/2018","Reinvest Dividend","",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","21.564 shares @ 11.959748","Investments:Reinvest Dividend","","21.564","0.00","IBM 401k Fidelity","DIVIDEND;VANG LT TREASURY ADM OQAX;as of 01/31/2018"
﻿,,"1/31/2018","Buy","",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","14.181 shares @ 11.959664","Investments:Buy","","14.181","-169.60","IBM 401k Fidelity","CONTRIBUTION;VANG LT TREASURY ADM OQAX;as of 01/31/2018"
﻿,,"1/31/2018","Buy","",,"Stable Value","Stable Value","25.681 shares @ 6.604104","Investments:Buy","","25.681","-169.60","IBM 401k Fidelity","CONTRIBUTION;INTEREST INCOME FUND OJFA;as of 01/31/2018"
﻿,,"1/31/2018","Buy","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","0.25 shares @ 1.00","Investments:Buy","","0.25","-0.25","Fidelity HSA XX5575",""
﻿,,"1/31/2018","Buy","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","262.5 shares @ 1.00","Investments:Buy","","262.5","-262.50","Fidelity HSA XX5575",""
﻿,,"1/31/2018","Payment/Deposit","",,"","Hy Vee","Auto:Fuel","Auto:Fuel","",,"-46.78","Sears 9920(29)","odyssey"
﻿,,"1/31/2018","Payment/Deposit","",,"","Balance Adjustment","Cash","Cash","",,"-260.00","Terry Cash","bal 100"
﻿,,"1/31/2018","Payment/Deposit","",,"","Balance Adjustment","Cash","Cash","",,"-3.00","Greg Cash","bal 70"
﻿,,"1/31/2018","Payment/Deposit","",,"","XOOM 66 KANSAS CITY MO","Personal","Personal","",,"-45.95","Discover 3128(6)","MD cigs"
﻿,,"1/31/2018","Payment/Deposit","",,"","PANERA BREAD #202371 OVERLAND PA","Dining:Terry","Dining:Terry","",,"-6.12","Discover 3128(6)",
﻿,,"1/31/2018","Payment/Deposit","",,"","TALK OF THE TOWN GRILL & OVERLAN","Dining:Greg","Dining:Greg","",,"-10.73","Discover4221(6)",
﻿,,"1/31/2018","Payment/Deposit","",,"","INTEREST CREDITED DEPOSIT","Int Inc","Int Inc","",,"0.26","Checking",
﻿,,"1/31/2018","Payment/Deposit","",,"","INTEREST CREDITED DEPOSIT","Int Inc","Int Inc","",,"14.39","Savings",
﻿,,"1/31/2018","Payment/Deposit","",,"","Interest Earned","Uncategorized","Uncategorized","",,"0.25","Fidelity HSA XX5575","INTEREST EARNED"
﻿,,"1/31/2018","Payment/Deposit","",,"","Loan Payment","Fix Me","Fix Me","",,"-250.00","Checking","MD loan"
﻿,,"1/31/2018","Payment/Deposit","",,"","IBM Paycheck","Transfer:[Savings]","Transfer:[Savings]","",,"262.50","Fidelity HSA XX5575","Medical savings plan"
﻿,,"1/31/2018","Payment/Deposit","",,"","IBM Paycheck","Transfer:[Savings]","Transfer:[Savings]","",,"339.20","IBM 401k Fidelity","contribution"
﻿,"S","1/31/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Salary","Salary","",,"5,653.25","Savings","Gross pay"
﻿,"S","1/31/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Salary","Salary","",,"78.54","Savings","Life Insurance (implied)"
﻿,"S","1/31/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Medicare","Tax:Medicare","",,"-77.39","Savings","Paycheck"
﻿,"S","1/31/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Soc Sec","Tax:Soc Sec","",,"-330.90","Savings","Paycheck"
﻿,"S","1/31/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Fed","Tax:Fed","",,"-551.13","Savings","Paycheck"
﻿,"S","1/31/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Kansas","Tax:Kansas","",,"-202.22","Savings","Paycheck"
﻿,"S","1/31/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Transfer:[IBM 401k Fidelity]","Transfer:[IBM 401k Fidelity]","",,"-339.20","Savings","contribution"
﻿,"S","1/31/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Insurance:Medical","Insurance:Medical","",,"-132.22","Savings","Health care (medical + dental)"
﻿,"S","1/31/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Transfer:[Fidelity HSA XX5575]","Transfer:[Fidelity HSA XX5575]","",,"-262.50","Savings","Medical savings plan"
﻿,"S","1/31/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Insurance:Life","Insurance:Life","",,"0.00","Savings","Life Insurance"
﻿,"S","1/31/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Insurance:Life","Insurance:Life","",,"-78.54","Savings","LIfe Insurance (implied)"
﻿,"S","1/31/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Charity:Cash","Charity:Cash","",,"-40.00","Savings","3&2"
﻿,"S","1/31/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Charity:Cash","Charity:Cash","",,"-60.00","Savings","alzheimers KU"
﻿,,"1/31/2018","Payment/Deposit","Deposit",,"","IBM Match","Misc Inc","Misc Inc","",,"450.00","Deferred 401k Match","IBM Match"
﻿,,"1/30/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-73.94","Discover 3128(6)",
﻿,,"1/30/2018","Payment/Deposit","",,"","DOLLAR TREE OVERLAND PARKKS","Fix Me","Fix Me","",,"-22.91","Discover 3128(6)",
﻿,,"1/30/2018","Payment/Deposit","",,"","GREEN LANTERN CAR WASH 785-82509","Auto:Cleaning","Auto:Cleaning","",,"-13.09","Discover 3128(6)","leaf"
﻿,,"1/30/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-4.45","Discover 3128(6)",
﻿,,"1/30/2018","Payment/Deposit","",,"","Panda Express","Dining:Greg","Dining:Greg","",,"-7.99","Discover4221(6)",
﻿,,"1/30/2018","Payment/Deposit","",,"","From savings","Transfer:[Checking]","Transfer:[Checking]","",,"-5,000.00","Savings",
﻿,,"1/30/2018","Payment/Deposit","TXFR",,"","From savings","Transfer:[Savings]","Transfer:[Savings]","",,"5,000.00","Checking",
﻿,,"1/29/2018","Sell","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","922.6 shares @ 1.00","Investments:Sell","","-922.6","922.60","Fidelity HSA XX5575",""
﻿,,"1/29/2018","Sell","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","400 shares @ 1.00","Investments:Sell","","-400","400.00","Fidelity HSA XX5575",""
﻿,,"1/29/2018","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-21.94","Discover 3128(6)",
﻿,,"1/29/2018","Payment/Deposit","",,"","FREDDYS FROZEN CUSTARD","Dining:Terry","Dining:Terry","",,"-6.20","Discover4221(6)",
﻿,,"1/29/2018","Payment/Deposit","",,"","NORMAL DISTR PARTIAL SHAWNEE MIS","Medical:Hospital","Medical:Hospital","",,"-922.60","Fidelity HSA XX5575","NORMAL DISTR PARTIAL SHAWNEE MISSION MEDICA  913-6762000   KS"
﻿,,"1/29/2018","Payment/Deposit","",,"","NORMAL DISTR PARTIAL MIRABILE, M","Medical:Doctor","Medical:Doctor","",,"-400.00","Fidelity HSA XX5575","NORMAL DISTR PARTIAL MIRABILE, M.D. BEAUTY,  OVERLAND PARK KS"
﻿,,"1/28/2018","Payment/Deposit","",,"","9640 AMC ONLINE 888-440-4262 KS","Entertainment","Entertainment","",,"-21.90","Discover 3128(6)","star wars"
﻿,,"1/28/2018","Payment/Deposit","",,"","PAYPAL *ORCHARDBRAN 4029357733 C","Fix Me","Fix Me","",,"30.00","Discover 3128(6)",
﻿,,"1/28/2018","Payment/Deposit","",,"","Fairfield","Vacation","Vacation","",,"-175.75","Checking","Vacation fees"
﻿,,"1/28/2018","Payment/Deposit","",,"","AAA Visa","Transfer:[Checking]","Transfer:[Checking]","",,"36.11","BOA AAA 8044(1)","payment (auto)"
﻿,,"1/28/2018","Payment/Deposit","",,"","AAA Visa","Transfer:[BOA AAA 8044(1)]","Transfer:[BOA AAA 8044(1)]","",,"-36.11","Checking","payment (auto)"
﻿,,"1/27/2018","Sell","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","29.29 shares @ 1.00","Investments:Sell","","-29.29","29.29","Fidelity HSA XX5575","GD"
﻿,,"1/27/2018","Payment/Deposit","",,"","Carrabbas","Dining:Family","Dining:Family","",,"-49.44","Sears 9920(29)",
﻿,,"1/27/2018","Payment/Deposit","",,"","TWISTERS FROZEN CUSTARD","Dining:Terry","Dining:Terry","",,"-4.36","Sears 9920(29)",
﻿,,"1/27/2018","Payment/Deposit","",,"","Hy Vee","Auto:Fuel","Auto:Fuel","",,"-70.93","Sears 9920(29)","odyssey/accord"
﻿,,"1/27/2018","Payment/Deposit","",,"","AMC WARD PARKWAY #0025 KANSAS CI","Dining:Terry","Dining:Terry","",,"-7.69","Discover 3128(6)",
﻿,,"1/27/2018","Payment/Deposit","",,"","CPFC","Medical:Doctor","Medical:Doctor","",,"-29.29","Fidelity HSA XX5575","GD testosterone"
﻿,,"1/27/2018","Payment/Deposit","",,"","Discover Card (4221)","Transfer:[Checking]","Transfer:[Checking]","",,"1,015.94","Discover4221(6)","payment"
﻿,,"1/27/2018","Payment/Deposit","",,"","Discover Card (4221)","Transfer:[Discover4221(6)]","Transfer:[Discover4221(6)]","",,"-1,015.94","Checking","payment"
﻿,,"1/27/2018","Payment/Deposit","",,"","Barclay (Apple)","Transfer:[Checking]","Transfer:[Checking]","",,"27.00","Apple Rewards 2672(3)","payment (auto)"
﻿,,"1/27/2018","Payment/Deposit","",,"","Barclay (Apple)","Transfer:[Apple Rewards 2672(3)]","Transfer:[Apple Rewards 2672(3)]","",,"-27.00","Checking","payment (auto)"
﻿,,"1/27/2018","Payment/Deposit","",,"","Discover Card","Transfer:[Checking]","Transfer:[Checking]","",,"3,458.71","Discover 3128(6)","payment (auto)"
﻿,,"1/27/2018","Payment/Deposit","",,"","Discover Card","Transfer:[Discover 3128(6)]","Transfer:[Discover 3128(6)]","",,"-3,458.71","Checking","payment (auto)"
﻿,,"1/27/2018","Payment/Deposit","",,"","KANSAS GAS SERVI","Utilities:Gas & Electric","Utilities:Gas & Electric","",,"-79.00","Checking",
﻿,,"1/26/2018","Interest Income","",,"EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","Investments:Interest Income","Investments:Interest Income","",,"0.05","TD IRA (E*Trade)","INT - EXTENDED INSURANCE SWEEP - DEPOSIT ACCOUNT"
﻿,,"1/26/2018","Interest Income","",,"EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","Investments:Interest Income","Investments:Interest Income","",,"0.02","GD IRA (E*Trade)","INT - EXTENDED INSURANCE SWEEP - DEPOSIT ACCOUNT"
﻿,,"1/26/2018","Sell","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","79.89 shares @ 1.00","Investments:Sell","","-79.89","79.89","Fidelity HSA XX5575",""
