All Transactions Report Created: 2018-08-15 22:58:52 -0500
,
﻿Filter Criteria:,All Dates
,All Accounts
,Any Status
,Selected Transactions
,
﻿,"Split","Date","Type","Action","Check #","Security","Payee","Description","Category","Comm/Fee","Shares","Amount","Account","Memo/Notes"
﻿,,"7/11/2017","Payment/Deposit","",,"","Loan Nissan Leaf","Transfer:[Checking]","Transfer:[Checking]","",,"630.76","Loan Nissan Leaf",
﻿,"S","7/11/2017","Payment/Deposit","Sched",,"","Loan Nissan Leaf","Transfer:[Loan Nissan Leaf]","Transfer:[Loan Nissan Leaf]","",,"-630.76","Checking",
﻿,"S","7/11/2017","Payment/Deposit","Sched",,"","Loan Nissan Leaf","Auto & Transport:Auto Payment:Interest","Auto & Transport:Auto Payment:Interest","",,"-7.13","Checking",
﻿,,"7/10/2017","Payment/Deposit","",,"","Tbo Trf","Fix Me","Fix Me","",,"-295.00","Matt Checking 0451",
﻿,,"7/10/2017","Payment/Deposit","",,"","QT","Fix Me","Fix Me","",,"-34.94","Matt Checking 0451","DBT PURCHASE ON 07/09 @ 07:27 QT 176 02001766 QT 176 02001766 KA"
﻿,,"7/10/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me","Fix Me","",,"-12.40","Matt Checking 0451","DBT PURCHASE ON 07/10 @ 21:38 WAL Wal-Mart Super 3418442955 WAL-"
﻿,,"7/10/2017","Payment/Deposit","",,"","Phillips Royal Llc","Fix Me","Fix Me","",,"-10.82","Matt Checking 0451","DBT PURCHASE ON 07/10 @ 00:23 PHILLIPS 66 - ROYAL LLC PHILLIPS 6"
﻿,,"7/10/2017","Payment/Deposit","",,"","Burger King","Fix Me","Fix Me","",,"-8.04","Matt Checking 0451","DBT PURCHASE ON 07/08 @ 12:36 BURGER KING #1669 BURGER KING #166"
﻿,,"7/10/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me","Fix Me","",,"-5.40","Matt Checking 0451","DBT PURCHASE ON 07/10 @ 21:46 WAL Wal-Mart Super 6522172955 WAL-"
﻿,,"7/10/2017","Payment/Deposit","",,"","CapFedMortgage2017","Transfer:[Checking]","Transfer:[Checking]","",,"475.46","Escrow2017",
﻿,,"7/10/2017","Payment/Deposit","",,"","CapFedMortgage2017","Transfer:[Checking]","Transfer:[Checking]","",,"0.00","CapFedMortgage2017",
﻿,,"7/10/2017","Payment/Deposit","",,"","CapFedMortgage2017","Transfer:[Checking]","Transfer:[Checking]","",,"427.37","CapFedMortgage2017",
﻿,"S","7/10/2017","Payment/Deposit","Sched",,"","CapFedMortgage2017","Transfer:[CapFedMortgage2017]","Transfer:[CapFedMortgage2017]","",,"-427.37","Checking",
﻿,"S","7/10/2017","Payment/Deposit","Sched",,"","CapFedMortgage2017","Home:Mortgage:Interest","Home:Mortgage:Interest","",,"-704.17","Checking",
﻿,"S","7/10/2017","Payment/Deposit","Sched",,"","CapFedMortgage2017","Transfer:[CapFedMortgage2017]","Transfer:[CapFedMortgage2017]","",,"0.00","Checking",
﻿,"S","7/10/2017","Payment/Deposit","Sched",,"","CapFedMortgage2017","Transfer:[Escrow2017]","Transfer:[Escrow2017]","",,"-475.46","Checking",
﻿,,"7/10/2017","Payment/Deposit","",,"","Phillips 66","Auto:Fuel","Auto:Fuel","",,"-31.25","BOA AAA 8044(1)","odyssey"
﻿,,"7/10/2017","Payment/Deposit","",,"","MICHAELS STORES 7819 OLATHE KS","Fix Me","Fix Me","",,"-100.89","Discover4221(6)",
﻿,,"7/10/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-259.21","Discover4221(6)",
﻿,,"7/10/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-27.28","Discover4221(6)",
﻿,,"7/10/2017","Payment/Deposit","",,"","MUSCLE MAKER GRILL - OLA OLATHE","Dining:Family","Dining:Family","",,"-13.23","Discover4221(6)",
﻿,,"7/8/2017","Payment/Deposit","",,"","QT","Fix Me","Fix Me","",,"-7.38","Matt Checking 0451","DBT PURCHASE ON 07/07 @ 23:43 QT 210 02002103 QT 210 02002103 OV"
﻿,,"7/8/2017","Payment/Deposit","",,"","Phillips 66","Fix Me","Fix Me","",,"-1.40","Matt Checking 0451","DBT PURCHASE ON 07/08 @ 07:20 PHILLIPS 66 - SHORT STO PHILLIPS 6"
﻿,,"7/8/2017","Payment/Deposit","",,"","Dillons","Groceries","Groceries","",,"-10.88","Sears 9920(29)",
﻿,,"7/8/2017","Payment/Deposit","",,"","BED BATH & BEYOND #651 800-462-3","Fix Me","Fix Me","",,"-80.23","Discover 3128(6)",
﻿,,"7/8/2017","Payment/Deposit","",,"","ART.COM/ALLPOSTERS.COM 888-654-0","Household:Decorations","Household:Decorations","",,"-31.61","Discover 3128(6)","frames"
﻿,,"7/8/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-254.42","Discover4221(6)",
﻿,,"7/7/2017","Payment/Deposit","",,"","Team Green Lawn","Fix Me","Fix Me","",,"517.16","Matt Checking 0451",
﻿,,"7/7/2017","Payment/Deposit","",,"","K C Smoke & Vape","Fix Me","Fix Me","",,"-24.41","Matt Checking 0451","DBT PURCHASE ON 07/06 @ 02:30 IN *KC SMOKE & VAPE IN *KC SMOKE &"
﻿,,"7/7/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-52.37","Sears 9920(29)",
﻿,,"7/7/2017","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-21.10","Sears 9920(29)","odyssey"
﻿,,"7/7/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-60.25","Discover4221(6)",
﻿,,"7/7/2017","Payment/Deposit","",,"","Home Depot","Household:Decorations","Household:Decorations","",,"-212.61","Discover4221(6)","paint"
﻿,,"7/7/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-96.34","Discover4221(6)",
﻿,,"7/7/2017","Payment/Deposit","",,"","HD TAN OVERLAND PARKKS","Personal","Personal","",,"-40.93","Discover4221(6)",
﻿,,"7/7/2017","Payment/Deposit","",,"","GREEN LANTERN - 7 OVERLAND PARKK","Auto:Cleaning","Auto:Cleaning","",,"-28.37","Discover4221(6)","odyssey"
﻿,,"7/7/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-16.19","Discover4221(6)",
﻿,,"7/7/2017","Payment/Deposit","",,"","AMAZON SERVICES-KINDLE 866-321-8","Books","Books","",,"-14.04","Discover4221(6)","WLC Rational Faith"
﻿,,"7/7/2017","Payment/Deposit","",,"","McDonald's","Dining","Dining","",,"-11.41","Discover4221(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"7/7/2017","Payment/Deposit","",,"","JOANN ETC #1926 OVERLAND PARKKS","Fix Me","Fix Me","",,"-9.27","Discover4221(6)",
﻿,,"7/7/2017","Payment/Deposit","",,"","WHOLEFDS OLA #10538 OLATHE KS","Dining:Greg","Dining:Greg","",,"-5.50","Discover4221(6)",
﻿,,"7/7/2017","Payment/Deposit","",,"","McDonald's","Dining:Greg","Dining:Greg","",,"-5.02","Discover4221(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"7/7/2017","Payment/Deposit","",,"","Home Depot","Fix Me","Fix Me","",,"-4.34","Discover4221(6)",
﻿,,"7/6/2017","Payment/Deposit","",,"","Conoco","Fix Me","Fix Me","",,"-10.01","Matt Checking 0451","DBT PURCHASE ON 07/06 @ 02:06 CONOCO - SEI 27832 CONOCO - SEI 27"
﻿,,"7/6/2017","Payment/Deposit","",,"","Phillips Royal Llc","Fix Me","Fix Me","",,"-4.12","Matt Checking 0451","DBT PURCHASE ON 07/06 @ 06:14 PHILLIPS 66 - ROYAL LLC PHILLIPS 6"
﻿,,"7/6/2017","Payment/Deposit","",,"","Grimaldi's","Dining:Family","Dining:Family","",,"-30.99","Sears 9920(29)",
﻿,,"7/6/2017","Payment/Deposit","",,"","Purchases","Fix Me","Fix Me","",,"-102.75","Kohls 3215(25)",
﻿,,"7/6/2017","Payment/Deposit","",,"","Go Next","Vacation","Vacation","",,"-478.00","Costco Visa 5455","cruise"
﻿,,"7/6/2017","Payment/Deposit","",,"","TWISTERS FROZEN CUSTARD","Dining:Family","Dining:Family","",,"-6.82","BOA AAA 8044(1)",
﻿,,"7/6/2017","Payment/Deposit","",,"","JCWW (Johnson County Wastewater)","Utilities:Water","Utilities:Water","",,"-85.80","Checking","Payment"
﻿,,"7/5/2017","Payment/Deposit","",,"","K C Smoke & Vape","Fix Me","Fix Me","",,"-24.41","Matt Checking 0451","DBT PURCHASE ON 07/03 @ 22:33 IN *KC SMOKE & VAPE IN *KC SMOKE &"
﻿,,"7/5/2017","Payment/Deposit","",,"","QT","Fix Me","Fix Me","",,"-10.84","Matt Checking 0451","DBT PURCHASE ON 07/04 @ 14:31 QT WIRELESS CONNECTIONS QT WIRELES"
﻿,,"7/5/2017","Payment/Deposit","",,"","QT","Fix Me","Fix Me","",,"-6.30","Matt Checking 0451","DBT PURCHASE ON 07/03 @ 13:17 QT 245 02002459 QT 245 02002459 IN"
﻿,,"7/5/2017","Payment/Deposit","",,"","QT","Fix Me","Fix Me","",,"-5.87","Matt Checking 0451","DBT PURCHASE ON 07/03 @ 13:17 QT 245 02002459 QT 245 02002459 IN"
﻿,,"7/5/2017","Payment/Deposit","",,"","Sinclair Sinclair Nbr","Fix Me","Fix Me","",,"-5.42","Matt Checking 0451","DBT PURCHASE ON 07/05 @ 18:09 SINCLAIR SINCLAIR KANSAS CITY KS C"
﻿,,"7/5/2017","Payment/Deposit","",,"","QT","Fix Me","Fix Me","",,"-5.00","Matt Checking 0451","DBT PURCHASE ON 07/04 @ 23:40 QT 210 02002103 QT 210 02002103 OV"
﻿,,"7/5/2017","Payment/Deposit","",,"","Oceana Cruises","Vacation","Vacation","",,"-7,156.00","Costco Visa 5455","cruise"
﻿,,"7/5/2017","Payment/Deposit","",,"","THE ATHLETIC CLUB OF O OVERLAND","Membership","Membership","",,"-62.19","Discover 3128(6)",
﻿,,"7/5/2017","Payment/Deposit","",,"","Campus Crusade for Christ","Charity:Cash:Crusade","Charity:Cash:Crusade","",,"-85.00","Checking","Austin"
﻿,,"7/5/2017","Payment/Deposit","",,"","ATT","Utilities:Telephone","Utilities:Telephone","",,"-292.20","Discover 3128(6)","wireless"
﻿,,"7/4/2017","Payment/Deposit","",,"","Discover Card (4221)","Transfer:[Checking]","Transfer:[Checking]","",,"168.00","Discover4221(6)","payment (auto)"
﻿,,"7/4/2017","Payment/Deposit","",,"","Discover Card (4221)","Transfer:[Discover4221(6)]","Transfer:[Discover4221(6)]","",,"-168.00","Checking","payment (auto)"
﻿,"S","7/4/2017","Payment/Deposit","EFT",,"","KCPL","Utilities:Gas & Electric","Utilities:Gas & Electric","",,"-156.05","Checking",
﻿,"S","7/4/2017","Payment/Deposit","EFT",,"","KCPL","Insurance:Homeowners","Insurance:Homeowners","",,"-6.41","Checking","surge protection fee"
﻿,"S","7/4/2017","Payment/Deposit","EFT",,"","KCPL","Utilities:Gas & Electric","Utilities:Gas & Electric","",,"-131.04","Checking","extra"
﻿,,"7/3/2017","Sell","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","177.99 shares @ 1.00","Investments:Sell","","-177.99","177.99","Fidelity HSA XX5575",""
﻿,,"7/3/2017","Payment/Deposit","",,"","Twisted Fresh Twisted","Fix Me","Fix Me","",,"-25.87","Matt Checking 0451","DBT PURCHASE ON 07/03 @ 02:44 TWISTED FRESH TWISTED FRESH KANSAS"
﻿,,"7/3/2017","Payment/Deposit","",,"","QT","Fix Me","Fix Me","",,"-4.61","Matt Checking 0451","DBT PURCHASE ON 07/02 @ 19:18 QT WIRELESS CONNECTIONS QT WIRELES"
﻿,,"7/3/2017","Payment/Deposit","",,"","Hy Vee","Groceries","Groceries","",,"-146.71","Discover4221(6)",
﻿,,"7/3/2017","Payment/Deposit","",,"","Home Depot","Fix Me","Fix Me","",,"-38.49","Discover4221(6)",
﻿,,"7/3/2017","Payment/Deposit","",,"","McDonald's","Dining","Dining","",,"-6.86","Discover4221(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"7/3/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-23.99","Discover4221(6)",
﻿,,"7/3/2017","Payment/Deposit","",,"","NORMAL DISTR PARTIAL COSTCO WHSE","Medical:Vision","Medical:Vision","",,"-177.99","Fidelity HSA XX5575","TD lenses"
﻿,,"7/2/2017","Payment/Deposit","",,"","Pyro City Lone","Fix Me","Fix Me","",,"-129.06","Matt Checking 0451","DBT PURCHASE ON 07/01 @ 15:31 PYRO CITY LONE JACK PYRO CITY LONE"
﻿,,"7/2/2017","Payment/Deposit","",,"","K C Smoke & Vape","Fix Me","Fix Me","",,"-24.41","Matt Checking 0451","DBT PURCHASE ON 07/01 @ 15:35 IN *KC SMOKE & VAPE IN *KC SMOKE &"
﻿,,"7/2/2017","Payment/Deposit","",,"","Phillips 66","Fix Me","Fix Me","",,"-17.33","Matt Checking 0451","DBT PURCHASE ON 07/02 @ 02:43 PHILLIPS 66 - METCALF C PHILLIPS 6"
﻿,,"7/2/2017","Payment/Deposit","",,"","Taco Bell","Fix Me","Fix Me","",,"-11.42","Matt Checking 0451","DBT PURCHASE ON 07/02 @ 22:51 TACO BELL 002200229286 TACO BELL 0"
﻿,,"7/2/2017","Payment/Deposit","",,"","QT","Fix Me","Fix Me","",,"-4.15","Matt Checking 0451","DBT PURCHASE ON 07/01 @ 02:59 QT 178 02001782 QT 178 02001782 KA"
﻿,,"7/2/2017","Payment/Deposit","",,"","JOANN ETC #1926 OVERLAND PARKKS","Fix Me","Fix Me","",,"-29.20","Discover4221(6)",
﻿,,"7/2/2017","Payment/Deposit","",,"","SP * SLEEKNAIL.COM 949-873-6435","Personal","Personal","",,"-47.96","Discover 3128(6)","TD"
﻿,,"7/1/2017","Payment/Deposit","",,"","Forever 21","Fix Me","Fix Me","",,"-93.89","Matt Checking 0451","DBT PURCHASE ON 06/30 @ 07:53 RIDE FOREVER SPORTS RIDE FOREVER S"
﻿,,"7/1/2017","Payment/Deposit","",,"","CRAZY JOES FIREWORKS","Fix Me","Fix Me","",,"-51.07","Matt Checking 0451","DBT PURCHASE ON 06/30 @ 04:18 CRAZY JOES FIREWORKS CRAZY JOES FI"
﻿,,"7/1/2017","Payment/Deposit","",,"","Bp","Fix Me","Fix Me","",,"-28.62","Matt Checking 0451","DBT PURCHASE ON 07/01 @ 21:30 BP#9496811WESTPORT PLAZ BP#9496811"
﻿,,"7/1/2017","Payment/Deposit","",,"","Fireworks Kc Fireworks","Fix Me","Fix Me","",,"-21.72","Matt Checking 0451","DBT PURCHASE ON 06/30 @ 11:22 FIREWORKS KC FIREWORKS KC GRANDVIE"
﻿,,"7/1/2017","Payment/Deposit","",,"","Wendy's","Fix Me","Fix Me","",,"-8.60","Matt Checking 0451","DBT PURCHASE ON 06/30 @ 03:02 WENDYS #6021 WENDYS #6021 OVERLAND"
﻿,,"7/1/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me","Fix Me","",,"-4.31","Matt Checking 0451","DBT PURCHASE ON 07/01 @ 20:11 WAL Wal-Mart Super 8128792955 WAL-"
﻿,,"7/1/2017","Payment/Deposit","",,"","LOTUS YOGA OVERLAND PARKKS","Fix Me","Fix Me","",,"-120.00","Discover 3128(6)",
﻿,,"7/1/2017","Payment/Deposit","",,"","Netflix.Com","Entertainment","Entertainment","",,"-9.99","Discover 3128(6)",
﻿,,"7/1/2017","Payment/Deposit","",,"","AMAZON SERVICES-KINDLE 866-321-8","Books","Books","",,"-11.99","Discover4221(6)","Harris moral landscape"
﻿,,"7/1/2017","Payment/Deposit","",,"","AMAZON SERVICES-KINDLE 866-321-8","Books","Books","",,"-8.99","Discover4221(6)","Harris free will"
﻿,,"6/30/2017","Interest Income","",,"",,"Investments:Interest Income","Investments:Interest Income","",,"0.24","TD IRA (Scottrade)","INT EARNED BANK DEP PROGRAM 30 DAYS @ 0.01% APYE 0.01% $.24 CR."
﻿,,"6/30/2017","Interest Income","",,"",,"Investments:Interest Income","Investments:Interest Income","",,"61.26","IBM Pension",""
﻿,,"6/30/2017","Reinvest Dividend","",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","19.162 shares @ 12.23985","Investments:Reinvest Dividend","","19.162","0.00","IBM 401k Fidelity","DIVIDEND;VANG LT TREASURY ADM OQAX;as of 06/30/2017"
﻿,,"6/30/2017","Buy","",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","13.856 shares @ 12.240185","Investments:Buy","","13.856","-169.60","IBM 401k Fidelity","CONTRIBUTION;VANG LT TREASURY ADM OQAX;as of 06/30/2017"
﻿,,"6/30/2017","Buy","",,"Stable Value","Stable Value","26.132 shares @ 6.490127","Investments:Buy","","26.132","-169.60","IBM 401k Fidelity","CONTRIBUTION;INTEREST INCOME FUND OJFA;as of 06/30/2017"
﻿,,"6/30/2017","Buy","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","214.58 shares @ 1.00","Investments:Buy","","214.58","-214.58","Fidelity HSA XX5575",""
﻿,,"6/30/2017","Buy","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","0.01 shares @ 1.00","Investments:Buy","","0.01","-0.01","Fidelity HSA XX5575",""
﻿,,"6/30/2017","Payment/Deposit","",,"","Team Green Lawn","Fix Me","Fix Me","",,"575.34","Matt Checking 0451",
﻿,,"6/30/2017","Payment/Deposit","",,"","K C Smoke & Vape","Fix Me","Fix Me","",,"-16.16","Matt Checking 0451","DBT PURCHASE ON 06/29 @ 21:03 IN *KC SMOKE & VAPE IN *KC SMOKE &"
﻿,,"6/30/2017","Payment/Deposit","",,"","ATM Fee","Fix Me","Fix Me","",,"-10.00","Matt Checking 0451",
﻿,,"6/30/2017","Payment/Deposit","",,"","Rebate","Misc Inc","Misc Inc","",,"61.85","Sears 9920(29)",
﻿,,"6/30/2017","Payment/Deposit","",,"","Balance Adjustment","Cash","Cash","",,"-30.00","Terry Cash","bal 100"
﻿,,"6/30/2017","Payment/Deposit","",,"","Balance Adjustment","Cash","Cash","",,"-25.00","Greg Cash","bal 175"
﻿,,"6/30/2017","Payment/Deposit","",,"","JOANN ETC #1926 OVERLAND PARKKS","Fix Me","Fix Me","",,"-49.72","Discover4221(6)",
﻿,,"6/30/2017","Payment/Deposit","",,"","ZAXBY'S #61102 OLATHE KS","Dining:Greg","Dining:Greg","",,"-9.06","Discover4221(6)",
﻿,,"6/30/2017","Payment/Deposit","",,"","INTEREST CREDITED DEPOSIT","Int Inc","Int Inc","",,"5.19","Checking",
﻿,,"6/30/2017","Payment/Deposit","",,"","INTEREST CREDITED DEPOSIT","Int Inc","Int Inc","",,"6.23","Savings",
﻿,,"6/30/2017","Payment/Deposit","",,"","Lowe's","Fix Me","Fix Me","",,"12.31","Discover4221(6)","DBT PURCHASE ON 08/12 @ 05:56 LOWES #01623* LOWES #01623* KANSA"
﻿,,"6/30/2017","Payment/Deposit","",,"","JOANN ETC #1926 OVERLAND PARKKS","Fix Me","Fix Me","",,"4.34","Discover4221(6)",
﻿,,"6/30/2017","Payment/Deposit","",,"","Interest Earned","Uncategorized","Uncategorized","",,"0.01","Fidelity HSA XX5575","INTEREST EARNED"
﻿,,"6/30/2017","Payment/Deposit","",,"","IBM Paycheck","Transfer:[Savings]","Transfer:[Savings]","",,"214.58","Fidelity HSA XX5575","Medical savings plan"
﻿,,"6/30/2017","Payment/Deposit","",,"","IBM Paycheck","Transfer:[Savings]","Transfer:[Savings]","",,"339.20","IBM 401k Fidelity","contribution"
﻿,"S","6/30/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Salary","Salary","",,"5,653.25","Savings","Gross pay"
﻿,"S","6/30/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Salary","Salary","",,"50.31","Savings","Life Insurance (implied)"
﻿,"S","6/30/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Medicare","Tax:Medicare","",,"-78.19","Savings","Paycheck"
﻿,"S","6/30/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Soc Sec","Tax:Soc Sec","",,"-334.33","Savings","Paycheck"
﻿,"S","6/30/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Fed","Tax:Fed","",,"-564.97","Savings","Paycheck"
﻿,"S","6/30/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Kansas","Tax:Kansas","",,"-175.64","Savings","Paycheck"
﻿,"S","6/30/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Transfer:[IBM 401k Fidelity]","Transfer:[IBM 401k Fidelity]","",,"-339.20","Savings","contribution"
﻿,"S","6/30/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Insurance:Medical","Insurance:Medical","",,"-124.78","Savings","Health care (medical + dental)"
﻿,"S","6/30/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Transfer:[Fidelity HSA XX5575]","Transfer:[Fidelity HSA XX5575]","",,"-214.58","Savings","Medical savings plan"
﻿,"S","6/30/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Insurance:Life","Insurance:Life","",,"0.00","Savings","Life Insurance"
﻿,"S","6/30/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Insurance:Life","Insurance:Life","",,"-50.31","Savings","LIfe Insurance (implied)"
﻿,,"6/30/2017","Payment/Deposit","Deposit",,"","IBM Match","Misc Inc","Misc Inc","",,"450.00","Deferred 401k Match","IBM Match"
﻿,,"6/30/2017","Payment/Deposit","",,"","Pay Off Balance","Transfer:[Apple Rewards 2672(3)]","Transfer:[Apple Rewards 2672(3)]","",,"-3,100.00","Checking",
﻿,,"6/30/2017","Payment/Deposit","",,"","Pay Off MacBook Balance","Transfer:[Checking]","Transfer:[Checking]","",,"3,100.00","Apple Rewards 2672(3)",
﻿,,"6/29/2017","Payment/Deposit","",,"","K C Smoke & Vape","Fix Me","Fix Me","",,"-21.64","Matt Checking 0451","DBT PURCHASE ON 06/28 @ 22:59 IN *KC SMOKE & VAPE IN *KC SMOKE &"
﻿,,"6/29/2017","Payment/Deposit","",,"","QT","Fix Me","Fix Me","",,"-10.00","Matt Checking 0451","DBT PURCHASE ON 06/28 @ 21:01 QT 176 02001766 QT 176 02001766 KA"
﻿,,"6/29/2017","Payment/Deposit","",,"","Tbo Trf","Fix Me","Fix Me","",,"2.00","Matt Checking 0451",
﻿,,"6/29/2017","Payment/Deposit","",,"","Bp","Fix Me","Fix Me","",,"-0.23","Matt Checking 0451","DBT PURCHASE ON 06/29 @ 06:25 BP#9496811WESTPORT PLAZ BP#9496811"
﻿,,"6/29/2017","Payment/Deposit","",,"","Costco","Fix Me","Fix Me","",,"-207.79","Costco Visa 5455","DIETRICH,TERRY J"
﻿,,"6/29/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-29.28","Discover4221(6)",
﻿,,"6/29/2017","Payment/Deposit","",,"","EDEN ALLEY CAFE KANSAS CITY MO","Dining:Family","Dining:Family","",,"-34.56","Discover4221(6)",
﻿,,"6/29/2017","Payment/Deposit","",,"","ZARDAS BBQ LENEXA KS","Dining:Greg","Dining:Greg","",,"-11.54","Discover4221(6)",
﻿,,"6/29/2017","Payment/Deposit","",,"","Lowe's","Fix Me","Fix Me","",,"-11.83","Discover4221(6)","DBT PURCHASE ON 08/12 @ 05:56 LOWES #01623* LOWES #01623* KANSA"
﻿,,"6/29/2017","Payment/Deposit","",,"","AMAZON SERVICES-KINDLE 866-321-8","Books","Books","",,"-7.99","Discover4221(6)",
﻿,,"6/28/2017","Payment/Deposit","",,"","Khan Petroleum Khan","Fix Me","Fix Me","",,"-8.61","Matt Checking 0451","DBT PURCHASE ON 06/27 @ 22:40 KHAN PETROLEUM KHAN PETROLEUM OVER"
﻿,,"6/28/2017","Payment/Deposit","",,"","QT","Fix Me","Fix Me","",,"-5.58","Matt Checking 0451","DBT PURCHASE ON 06/28 @ 13:26 QT 197 02001972 QT 197 02001972 KA"
﻿,,"6/28/2017","Payment/Deposit","",,"","Hy Vee","Fix Me","Fix Me","",,"-2.73","Matt Checking 0451","DBT PURCHASE ON 06/28 @ 14:42 HY VEE GAS 5560 HY VEE GAS 5560 SH"
﻿,,"6/28/2017","Payment/Deposit","",,"","Purchases","Fix Me","Fix Me","",,"-155.51","Kohls 3215(25)",
﻿,,"6/28/2017","Payment/Deposit","",,"","Purchases","Fix Me","Fix Me","",,"-149.18","Kohls 3215(25)",
﻿,,"6/28/2017","Payment/Deposit","",,"","Returns","Fix Me","Fix Me","",,"149.18","Kohls 3215(25)",
﻿,,"6/28/2017","Payment/Deposit","",,"","Returns","Fix Me","Fix Me","",,"27.56","Kohls 3215(25)",
﻿,,"6/28/2017","Payment/Deposit","",,"","Costco","Fix Me","Fix Me","",,"89.40","Costco Visa 5455","DIETRICH,TERRY J"
﻿,,"6/28/2017","Payment/Deposit","",,"","JOANN ETC #1926 OVERLAND PARKKS","Fix Me","Fix Me","",,"-56.56","Discover4221(6)",
﻿,,"6/28/2017","Payment/Deposit","",,"","SANFORD PROFILE 11082 OLATHE KS","Personal","Personal","",,"-85.92","Discover4221(6)",
﻿,,"6/28/2017","Payment/Deposit","",,"","Hen House","Groceries","Groceries","",,"-7.43","Discover4221(6)",
﻿,,"6/28/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"34.32","Discover4221(6)",
﻿,,"6/28/2017","Payment/Deposit","",,"","Discover Card","Transfer:[Checking]","Transfer:[Checking]","",,"1,042.25","Discover 3128(6)","payment (auto)"
﻿,,"6/28/2017","Payment/Deposit","",,"","Discover Card","Transfer:[Discover 3128(6)]","Transfer:[Discover 3128(6)]","",,"-1,042.25","Checking","payment (auto)"
﻿,,"6/28/2017","Payment/Deposit","",,"","AAA Visa","Transfer:[Checking]","Transfer:[Checking]","",,"89.00","BOA AAA 8044(1)","payment (auto)"
﻿,,"6/28/2017","Payment/Deposit","",,"","AAA Visa","Transfer:[BOA AAA 8044(1)]","Transfer:[BOA AAA 8044(1)]","",,"-89.00","Checking","payment (auto)"
﻿,,"6/28/2017","Payment/Deposit","",,"","Fairfield","Vacation","Vacation","",,"-169.85","Checking","Vacation fees"
﻿,,"6/27/2017","Sell","",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","0.074 shares @ 12.432432","Investments:Sell","","-0.074","0.92","IBM 401k Fidelity","FEES;VANG LT TREASURY ADM OQAX;as of 06/27/2017"
﻿,,"6/27/2017","Payment/Deposit","",,"","Victoria's Secret","Fix Me","Fix Me","",,"-66.86","Matt Checking 0451","DBT PURCHASE ON 06/26 @ 10:28 VICTORIA'S SECRET 0049 VICTORIA'S "
﻿,,"6/27/2017","Payment/Deposit","",,"","Crossfirst Bank","Fix Me","Fix Me","",,"-42.00","Matt Checking 0451","CROSSFIRST BANK 4707 W 135TH STREET LEAWOOD KS CARD NBR: -9811"
﻿,,"6/27/2017","Payment/Deposit","",,"","Amoco","Fix Me","Fix Me","",,"-5.81","Matt Checking 0451","DBT PURCHASE ON 06/26 @ 22:37 BP#9497579GARYS AMOCO BP#9497579GA"
